,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Pickup_x,Pickup_y,Dropoff_x,Dropoff_y,start_edge,end_edge,id,depart,vClass,departLane,type,departSpeed
331,023146f8a0541de9893207acbb3fca9a6d6d11b4,50c3651068a8aa005bccef745479a91ae148834f6678b3b10acada5aaa0a0d5c747599d8c15041efd143809d0dc8ef80d3566dd6d8364fcabde6fd7a4070c120,03/14/2019 01:30:00 PM,03/14/2019 01:30:00 PM,260,0.8,17031280100.0,17031281900.0,28.0,28.0,5.5,2.0,0.0,0.0,8.0,Credit Card,Sun Taxi,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),11302.723054060945,10068.785636899062,11310.927751319367,9397.533141246997,145857394#0,319345470#0,taxi_156,681.0924308534766,,best,veh_passenger,None
335,89f2082f1a08b8c9a54a8ba095f09deba98fed79,182f2fd2599dd41e65716b3ef2cdadaa307813378368ad350aca23040cbfe623b3ec980b5f91d391e4eb4c898202e4ad56ba108d63bec9f880e205c2e07e54bb,03/14/2019 09:15:00 PM,03/14/2019 09:30:00 PM,411,1.16,17031081700.0,17031839100.0,8.0,32.0,6.75,2.0,0.0,0.0,9.25,Credit Card,City Service,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),12216.266053279163,10810.601439353079,12134.00798140082,9584.547444195487,965387812#0,134319745#0,taxi_157,684.1352009128037,,best,veh_passenger,None
337,8671e20e87a36074c43c27d2b22874f9fb7aca00,1ebb39d51480e41f19c5c4d5f34457c72c9350491ebe72dc1b4e308d0e8c688c4cd100b52e586b63da28b654aee92a2e09af5588912ba736809679e25ef59edd,03/15/2019 03:45:00 PM,03/15/2019 03:45:00 PM,523,1.55,17031320100.0,17031081000.0,32.0,8.0,8.0,0.0,0.0,2.0,10.0,Cash,Chicago Carriage Cab Corp,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.900265687,-87.63210922,POINT (-87.6321092196 41.9002656868),13112.436993356852,10020.725180737674,12202.645804296539,11723.792301077396,583081972,253710123#12,taxi_158,689.4299793789188,,best,veh_passenger,None
338,1d912463a93e66f205e340bd99b1f1b7183d1517,0203af03b9b42f1f43acb2a6d9a633ca8983314d147309bc215c944b6d30f508fb470769e894486aac401dd595cc4737b6f7ee400615ae6ca629a4125f63c50d,03/15/2019 05:15:00 PM,03/15/2019 05:30:00 PM,1068,1.46,17031839100.0,17031081600.0,32.0,8.0,10.0,0.0,0.0,0.0,10.0,Cash,Chicago Carriage Cab Corp,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),12134.00798140082,9584.547444195487,12464.318153216795,10812.165493657812,134319745#0,965387812#7,taxi_159,691.501011972288,,best,veh_passenger,None
339,c0db6b80f807936338706caaf504c17178570f0e,6e24d43a7ccff7c16428c8997b99ed9c15dccb81f85f4c886dc7eb17884701e45c18402b8b73d6416ddd8eca279bb17ad47c9f3733d60c40fbf6731f5ceb1a39,03/16/2019 10:45:00 AM,03/16/2019 11:00:00 AM,1051,4.43,17031081500.0,17031838100.0,8.0,28.0,15.5,0.0,0.0,2.5,18.0,Cash,Patriot Taxi Dba Peace Taxi Associat,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.87866742,-87.671653621,POINT (-87.6716536214 41.8786674201),12685.276812698052,10858.865207103081,8903.76999457227,9350.713872422464,56720835#3,24086120#11,taxi_160,693.482968432352,,best,veh_passenger,None
341,c5a0670f9a041a4dd85060d4b1c996fe2aeac0ee,62d8066f9c6d8b2909413e6f4729fad33c05b86a67d9315405c7dce339f54f921ec9fc519ff6585ae69cb89df275d775a01d4ead97ecfc2c9ef3b5b61c036bbb,03/16/2019 11:45:00 AM,03/16/2019 12:00:00 PM,848,2.2,17031833100.0,17031081403.0,28.0,8.0,10.0,0.0,0.0,0.0,10.0,Cash,City Service,41.879066994,-87.657005027,POINT (-87.657005027 41.8790669938),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),10119.582240774937,9385.669162653387,13293.45768353925,10678.380976659246,24102123#4,220306134#2,taxi_161,694.1219062064333,,best,veh_passenger,None
342,0a22427d7a05f63b520157fcd54d274a919958dc,34ed8ae3af562da8ab7ee7aa07c83287baf647219d79cf41ea18b8656c9ad26d9985aab5aab72faf5de6495f389eee784c340c2a7a94ce675d417d1d5706a48e,03/16/2019 01:45:00 PM,03/16/2019 02:15:00 PM,1507,1.87,17031080300.0,17031839100.0,8.0,32.0,13.0,0.0,0.0,3.0,16.0,Cash,Sun Taxi,41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),11905.761833240103,12528.343465114012,12134.00798140082,9584.547444195487,165439078#5,134319745#0,taxi_162,699.8018328218642,,best,veh_passenger,None
343,a7ec0d98762c10a93853ba5ff39ddd4179009807,c24bee1cb7d516bbf19c85a227b0642e39bf5c753e52c3ffa79dbed7bb45676fcd8c0130856fa5944a3a58a09015e94cb872b823fd7e886c46df950425e453d5,03/16/2019 03:30:00 PM,03/16/2019 03:30:00 PM,613,0.93,17031081700.0,17031081403.0,8.0,8.0,7.25,2.0,0.0,0.0,9.75,Credit Card,Chicago Carriage Cab Corp,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),12216.266053279163,10810.601439353079,13293.45768353925,10678.380976659246,965387812#0,220306134#2,taxi_163,701.8623088761645,,best,veh_passenger,None
346,59e5c0d4e33f1726c2df4e0c45b431634c5d311d,83c36c343b053228d7192daac9151ed5b0be1337e827d4ad5f157b7148bdfaf2a7629ef31d64bd767875466bf0a5ba0f48b27ba24c0834529b97c08b11940e8d,03/16/2019 07:00:00 PM,03/16/2019 07:30:00 PM,1740,1.9,17031081403.0,17031281900.0,8.0,28.0,14.25,0.0,0.0,0.0,14.25,Cash,Choice Taxi Association,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),13293.45768353925,10678.380976659246,11310.927751319367,9397.533141246997,220306134#2,319345470#0,taxi_164,710.0110889932197,,best,veh_passenger,None
348,494ab5ac1fff6b6ed711e178d26b7ad618a5f122,897810ef0d64d2a9bd73c7c707459a14646e3e20478e13bc3985a7ae3b14076906876d1c234b6420eaeb82190818e53c7543ee3011ad3af41217d8d49f159672,03/16/2019 09:15:00 PM,03/16/2019 09:15:00 PM,300,0.0,17031081500.0,17031081201.0,8.0,8.0,5.75,0.0,0.0,0.0,5.75,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),12685.276812698052,10858.865207103081,12691.026809468807,11596.955147879198,56720835#3,1040118849#0,taxi_165,717.7478075955034,,best,veh_passenger,None
350,b123ac037af88adf8a6e4adb6998c41379fb45e9,4c7dd0c5aa891ec74fae46fac2423db5ab510ef5ff86bdc6629fb365f546081d729bda01e9ff85f6e9a0dd274ca37ba01d10aa07fdae06dbe7756cbc9af775a0,03/16/2019 10:30:00 PM,03/16/2019 10:45:00 PM,441,1.0,17031081800.0,17031320100.0,8.0,32.0,6.25,0.0,0.0,0.0,6.25,Cash,Medallion Leasin,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),11721.124692709534,10944.643321189098,13112.436993356852,10020.725180737674,23891801#0,633946076,taxi_166,718.3855237445014,,best,veh_passenger,None
354,09d1bf8b4c8144801fa171f11ee254b69f2e6910,1e0f9d73609c308efb157811e55606b26b659aa59c5d63ff74c655b68e29c353f63b3fc35ec19b95ce6bbe6524664169734869c49299558b5dd85ad6eff08708,03/18/2019 08:00:00 AM,03/18/2019 08:15:00 AM,360,1.1,17031081403.0,17031839100.0,8.0,32.0,6.5,1.0,0.0,0.0,7.5,Credit Card,Star North Management LLC,41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13293.45768353925,10678.380976659246,12134.00798140082,9584.547444195487,220306134#2,134319745#0,taxi_167,720.5275654538224,,best,veh_passenger,None
360,c774dca0ffda6d0ba0b3870e1613901b322beff9,3f4fe3f7fc05d68f2489c9f9fff06fb19c8e460e5ea1c81512ef5731953a64bef11aae3815a60d69f5ac4a5048033cd2ac75dd6b89fa3fabc6918a898bd34c1e,03/18/2019 07:15:00 PM,03/18/2019 07:15:00 PM,396,0.8,17031081100.0,17031081500.0,8.0,8.0,6.25,1.45,0.0,1.0,8.7,Mobile,Taxi Affiliation Service Yellow,41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12451.786378970952,11717.032180976123,12685.276812698052,10858.865207103081,153561203#0,56720835#3,taxi_168,726.5483654584889,,best,veh_passenger,None
364,0d04b18de8162dfc48b73aec403ed1b2be2b3143,bbf01463df9f2c093157c6be2bd489f06fd080e89bdd06933e5a2c1af7c25eb783f4b8c70d7bc598b53c2b3828eefee13c4cd2edcdd77d240d42a086128c3180,03/19/2019 08:15:00 AM,03/19/2019 08:30:00 AM,727,2.16,17031281900.0,17031081403.0,28.0,8.0,9.75,2.0,0.0,0.0,12.25,Credit Card,Chicago Carriage Cab Corp,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),11310.927751319367,9397.533141246997,13293.45768353925,10678.380976659246,1031291396#1,220306134#2,taxi_169,728.4764967248228,,best,veh_passenger,None
365,e9bf9af95205ce52317363cc938b6876f63493db,47050de96192003df05e2cfa24872adc4c174e95a5dac3f11023446dba09f61c853219af5ce8286dc1b0868b530abcdd9530d1f1bdbde2fd8660a3eefa9c4ae2,03/19/2019 08:30:00 AM,03/19/2019 08:45:00 AM,360,0.0,17031281900.0,17031081700.0,28.0,8.0,6.5,0.0,0.0,0.0,6.5,Cash,Blue Ribbon Taxi Association Inc.,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),11310.927751319367,9397.533141246997,12216.266053279163,10810.601439353079,1031291396#1,965387812#0,taxi_170,729.6673033633481,,best,veh_passenger,None
366,89eb84020e9d8ea0fb9922d5a42f6d0fc91767c3,153cb22f850a08c9f53fad42c06ae36f72e23b58abeeaaa38dbda50123ad9387fa76bb8dd4b0d45039adb61efaefda573b7f0cd7a9e177de58b31fdd806172ec,03/19/2019 12:00:00 PM,03/19/2019 12:15:00 PM,370,0.5,17031839100.0,17031280100.0,32.0,28.0,5.5,0.0,0.0,0.0,6.0,Credit Card,Chicago Taxicab,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),12134.00798140082,9584.547444195487,11302.723054060945,10068.785636899062,134319745#0,145857394#0,taxi_171,738.0869315285742,,best,veh_passenger,None
367,76e511be1beffb4b6e5cfa6800307c179b7a9481,c61c244a477893ef6ae3e9f3b98c74df49945c59048d9207ec47254bc223629e021670a350d7a9258dc804e0d4db60d9956adec7c5ac315858f28863fccbf1a7,03/19/2019 01:00:00 PM,03/19/2019 01:00:00 PM,600,1.7,17031280100.0,17031081401.0,28.0,8.0,8.5,2.0,0.0,1.0,11.5,Credit Card,Star North Management LLC,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),11302.723054060945,10068.785636899062,13226.876501449384,11135.36641502101,145857394#0,461207921#0,taxi_172,743.2263193685017,,best,veh_passenger,None
368,5def5380c0b2a1b27fd8d40c02d3b228be9b8bf0,68d8a6445d5b8aac5115462e9c9c4afd942413594d08632a6eb990d11bdc267352590f836fe913af74d616bcf4092735f489704acf2c2a484ddbcc4139825087,03/19/2019 01:00:00 PM,03/19/2019 01:00:00 PM,480,0.9,17031839100.0,17031081500.0,32.0,8.0,6.5,1.25,0.0,0.0,7.75,Credit Card,KOAM Taxi Association,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12134.00798140082,9584.547444195487,12685.276812698052,10858.865207103081,134319745#0,56720835#3,taxi_173,747.4803586053079,,best,veh_passenger,None
369,f37258c56caa20a4e5e3875b1a1e05954d3d2ed1,a5409745b45fffb47e16bfb2a6cd085fa7b97b579b42c812478e744776068e90f9dc6b09c55153830c6a5912da54a3bb912c8a97f0a201030bbba032725ee1de,03/19/2019 05:00:00 PM,03/19/2019 05:00:00 PM,480,1.1,17031081201.0,17031081700.0,8.0,8.0,6.75,0.0,0.0,0.0,6.75,Cash,Taxi Affiliation Services,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),12691.026809468807,11596.955147879198,12216.266053279163,10810.601439353079,1040118849#0,965387812#0,taxi_174,754.5419334239247,,best,veh_passenger,None
375,f72427e7edf010f744028db8267088b5ad4eaf8f,2d617081d9c9a0014417314d9c13171cae0c03b4a7074bea8f44756b86d5d09fcf44545339c37d3ecb1bae77ab791fdb052ca491ee2518f6ee86499df6b7e0f3,03/21/2019 09:45:00 AM,03/21/2019 10:00:00 AM,1140,2.0,17031081201.0,17031839100.0,8.0,32.0,11.5,0.0,0.0,1.5,13.0,Cash,Star North Management LLC,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),12691.026809468807,11596.955147879198,12134.00798140082,9584.547444195487,1040118849#0,134319745#0,taxi_175,761.8094064038245,,best,veh_passenger,None
377,4cb93ea128f7b26a3da1bf3ae90bc165b7d2e362,823c453962d5aeb05d173c861ab22cc0cf14c7c7e8a9bb421cda9d1a92f1095d69ea1e55ca3b5e74f50aadfa4df04ea1d92bc358796add60c8247fe6fc7f3e47,03/21/2019 12:45:00 PM,03/21/2019 12:45:00 PM,420,0.9,17031320100.0,17031081401.0,32.0,8.0,6.0,0.9,0.0,0.0,6.9,Credit Card,Chicago Independents,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),13112.436993356852,10020.725180737674,13226.876501449384,11135.36641502101,583081972,461207921#0,taxi_176,763.5230956330814,,best,veh_passenger,None
380,bd5113ddd9b3a501d7228b65c4a823d54c9130cb,895a02b48212dfb3303f34466168910ffd78d24a95d442b9761834d1dbfc7cd6cde8fe33fcd01d4694ec4ca6f6e579af5582db1b8eb6ac4a198f774047893ae9,03/21/2019 03:30:00 PM,03/21/2019 03:30:00 PM,360,1.1,17031320100.0,17031839100.0,32.0,32.0,6.25,0.0,0.0,0.0,6.25,Cash,City Service,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13112.436993356852,10020.725180737674,12134.00798140082,9584.547444195487,583081972,134319745#0,taxi_177,764.3954729611409,,best,veh_passenger,None
381,98a29ebadc13f89fd9b2557014e8e413f4427ce0,25c83fb4d77ab6bfc171ef62f8956c6fabfe2484798b0fdd6aa2526204ac57b2d6e9874818a242d8cd420fa4ef376e99743e36e2d414fe1ed853445f4bbbc527,03/21/2019 07:00:00 PM,03/21/2019 07:15:00 PM,900,2.1,17031839100.0,17031838100.0,32.0,28.0,10.0,0.0,0.0,1.0,11.0,Cash,Star North Management LLC,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.87866742,-87.671653621,POINT (-87.6716536214 41.8786674201),12134.00798140082,9584.547444195487,8903.76999457227,9350.713872422464,134319745#0,24086120#11,taxi_178,768.2749336027982,,best,veh_passenger,None
382,4e86f40cd7c2d600e7a8bef0facee73c41fece26,fc9af5a263f70826b274b29067232130b35f23b91479bb66a0655224a22b586ae2c4f88090c3de82a4f428726dd5018b74b0c84627b9e2cf57ee329c5d794575,03/21/2019 08:30:00 PM,03/21/2019 08:45:00 PM,920,3.54,17031081700.0,17031062900.0,8.0,6.0,12.75,3.0,0.0,0.0,15.75,Mobile,City Service,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.936237179,-87.656411531,POINT (-87.6564115308 41.9362371791),12216.266053279163,10810.601439353079,10217.40177160065,15732.775758510455,965387812#0,958218859#6,taxi_179,772.0871412099775,,best,veh_passenger,None
384,d05b02835fc764189a6844958a3c02005d28af43,e1a37664dc97767dc74892e703a6d073c4ca430ae1bd8c5b433313a81288a946d468665be0ee177c3d1cecce63a8b5fb4fad4350a90ad192eeb2ec4c7258667e,03/22/2019 10:00:00 AM,03/22/2019 10:15:00 AM,836,4.44,17031081600.0,17031838200.0,8.0,28.0,14.25,0.0,0.0,0.0,14.25,Cash,City Service,41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),41.870415,-87.675085621,POINT (-87.6750856208 41.8704150003),12464.318153216795,10812.165493657812,8611.79201170121,8436.704437674955,965387812#7,117580884#0,taxi_180,776.2903632223076,,best,veh_passenger,None
385,19daf986c707da8cdb81fda944d5e9506f3a93a8,b96df94a20a5f752deffaa88b4ca9702ec7df0fd8ba7ab1f0e84039b0e7906b0529bed773cf2d4ee447c4bd2bfce3a27943b372a0487ee66ecb2c55d3ed524b0,03/22/2019 01:00:00 PM,03/22/2019 01:15:00 PM,480,1.4,17031839100.0,17031081403.0,32.0,8.0,7.75,0.0,0.0,0.0,7.75,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),12134.00798140082,9584.547444195487,13293.45768353925,10678.380976659246,134319745#0,220306134#2,taxi_181,782.8520458674462,,best,veh_passenger,None
389,44ef61e3ccb870e8a0c7d6f5c8e811aaf55e646b,91f06db58053143c1ed5453714469f839b2b1ed1cdd93f8c906cdc7870a2a6080ff5dc01221ddb0320423d37c630d8f1d3d043664f47a489c4a3130e47310055,03/22/2019 06:45:00 PM,03/22/2019 07:00:00 PM,600,1.5,17031081402.0,17031320100.0,8.0,32.0,8.0,0.0,0.0,1.5,9.5,Cash,Taxi Affiliation Services,41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),13785.653896661825,10791.375302791595,13112.436993356852,10020.725180737674,435657389,633946076,taxi_182,788.912326793086,,best,veh_passenger,None
398,2189682e96acdd797670539dc6817574fd5bd18f,2f0f051b1f6d6ca49b2d99fc023b3bb77b844b3797f184112d6132ded0833fa6cb5bdbe6f40c61871a7aeb1bf26da2cbc8be3d1da244102504a9156dfe2e444d,03/24/2019 01:45:00 PM,03/24/2019 01:45:00 PM,174,0.35,17031081500.0,17031081201.0,8.0,8.0,4.25,0.0,0.0,0.0,4.25,Cash,City Service,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),12685.276812698052,10858.865207103081,12691.026809468807,11596.955147879198,56720835#3,1040118849#0,taxi_183,797.7698136953796,,best,veh_passenger,None
401,6d3e1a6647d8d87db0f61d62ee8aff4fbd50e9b6,95e09dfd08174b9091ab348ca67f2085c1df520e5517da459b128565a90e826bdfa9c983e0e51c0cdf50915b98a7457a1ef58bcf0095103f9d12ad876469857f,03/25/2019 12:45:00 PM,03/25/2019 12:45:00 PM,360,0.0,17031839100.0,17031081500.0,32.0,8.0,6.5,2.0,0.0,0.0,8.5,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12134.00798140082,9584.547444195487,12685.276812698052,10858.865207103081,134319745#0,56720835#3,taxi_184,798.6555745357473,,best,veh_passenger,None
402,89f25458915e5ff4039111bdb1257e104deabf95,473c164e34e4ce1f5df4c7ada1478d8b9d27b10737351c449aff8ce2c536e13014649733b6060f305136a7dcada88b37daf74fbf26246cb05d6661f2327655eb,03/25/2019 01:15:00 PM,03/25/2019 01:15:00 PM,780,2.7,17031839100.0,17031838200.0,32.0,28.0,11.0,0.0,0.0,0.0,11.0,Cash,Star North Management LLC,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.870415,-87.675085621,POINT (-87.6750856208 41.8704150003),12134.00798140082,9584.547444195487,8611.79201170121,8436.704437674955,134319745#0,117580884#0,taxi_185,802.2791660746677,,best,veh_passenger,None
403,469bdac90bfd9139bba1fc7f91f70f209db4c884,1941206105203a6a747f261477b39bd3e4f5876ff31710df497d05415366f5f405290abbdf350ad3d65524f6d0bc336d8e00156e8567775a8400a59272f8de2b,03/25/2019 01:45:00 PM,03/25/2019 01:45:00 PM,503,1.0,17031280100.0,17031320400.0,28.0,32.0,6.75,4.0,0.0,0.0,11.25,Credit Card,Globe Taxi,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),11302.723054060945,10068.785636899062,13025.133774957969,9179.60784426704,145857394#0,33116710#0,taxi_186,805.3328895232224,,best,veh_passenger,None
409,a14017a99f0bbdd13bc56ef7d1cce4c969c9e8fe,89c8884dd87ee559429e92b9546ba19eb18736a172aef7db64423f31fcd937b2cc7886ab28d17c8f146c11f11cf1a49e0e998ee9ea60cdbe0946626a1c9b464d,03/26/2019 02:15:00 PM,03/26/2019 02:15:00 PM,791,2.0,17031833000.0,17031320100.0,28.0,32.0,9.25,0.0,0.0,0.0,9.25,Cash,Flash Cab,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),10105.933551041875,10075.774430510588,13112.436993356852,10020.725180737674,283273061#7,633946076,taxi_187,813.0879423503975,,best,veh_passenger,None
410,c886a1491c7d9988b49003fba72d1bf221dd07eb,c3583153718e0d27b0b567c8f62d79a32f616fb4969d00c6564a187a9298058ebabfcdc893f3680469a800300d2bf15cecf6f0deaa472856bb9668965658fa81,03/26/2019 03:15:00 PM,03/26/2019 03:15:00 PM,519,1.38,17031839100.0,17031081600.0,32.0,8.0,7.5,2.0,0.0,0.0,10.0,Credit Card,Sun Taxi,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),12134.00798140082,9584.547444195487,12464.318153216795,10812.165493657812,134319745#0,965387812#7,taxi_188,815.32584935568,,best,veh_passenger,None
413,6f34e81fb3dc61b5d2fc0723cc32f37f7f893029,a41db5ac84fc6c2591f7fa7dbfb5180c1ff438160293e63dbcbab3b10a1a819d79a9b9c7b491fa79b6718cad33939b62455654b7b516ba7700f6542b58d2aeab,03/26/2019 08:45:00 PM,03/26/2019 09:00:00 PM,1080,0.0,17031839100.0,17031062200.0,32.0,6.0,19.75,3.0,0.0,0.0,22.75,Credit Card,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.94258518,-87.656644092,POINT (-87.6566440918 41.9425851797),12134.00798140082,9584.547444195487,10203.521081082406,16437.73224659916,134319745#0,24091612#9,taxi_189,817.0377295316473,,best,veh_passenger,None
414,f65215610a9512d07163b5de4c590f61a787bedb,a886070e752d4705f624fb05be6a3b5e7241c5d8a50bf325c75019b2c71a68079096dd8639ea93facdf9a280d53bf02eb1178532d070ca7e786a0abdd8bc6c62,03/27/2019 05:00:00 PM,03/27/2019 05:15:00 PM,1000,1.5,17031839100.0,17031081800.0,32.0,8.0,9.75,1.0,0.0,0.0,11.25,Credit Card,Flash Cab,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),12134.00798140082,9584.547444195487,11721.124692709534,10944.643321189098,134319745#0,23891801#0,taxi_190,821.0752514621455,,best,veh_passenger,None
416,4856a700d4dea286d245d6894c3e607550b2c743,58b84dbfd24a1b80b0cd6f1297fd9434948032b715b217dbdd9cf66340e43c39bda7bad5a62fa7c1de7b79076edd620175b887f11e8141d7baa1d50ade4077e8,03/28/2019 04:45:00 PM,03/28/2019 05:00:00 PM,540,0.1,17031320100.0,17031081800.0,32.0,8.0,8.0,2.0,0.0,0.0,10.0,Credit Card,Blue Ribbon Taxi Association Inc.,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),13112.436993356852,10020.725180737674,11721.124692709534,10944.643321189098,583081972,23891801#0,taxi_191,824.8721862206552,,best,veh_passenger,None
419,8d0bca4ae87122561c3792a301b5638400670064,6e40306a3a76d2e41f2530cc314ecfbd2520aae13202d7fcef97373649d1f5631936ac2b91bdfc48617f8837dc331171eaf7915604b75c8aa40ee707b68ad0da,03/29/2019 08:30:00 AM,03/29/2019 08:45:00 AM,600,0.1,17031330100.0,17031839100.0,33.0,32.0,8.75,0.0,0.0,0.0,8.75,Cash,Taxi Affiliation Services,41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13393.542399950791,7172.094790545292,12134.00798140082,9584.547444195487,1086422959,1049318472#0,taxi_192,827.3790925226576,,best,veh_passenger,None
